65000,9,7,6,7,4,3,2,3,1,2,2,3,4,5,5,7,8,9,10,10,12,13,14,15,16,17,18,19,20,20,21,23,24,25,25,26,28,29,30,30,31,33,34,35,36,37,38,39,40,41,42,42,44,45,46,47,48,49,49,
65000,10,9,7,9,6,4,3,5,2,3,0,2,2,4,4,5,7,7,9,9,10,12,13,14,15,15,17,18,19,19,20,21,23,24,24,25,26,28,29,29,30,31,33,34,35,36,37,38,39,40,40,42,42,44,45,46,47,48,48,
65000,11,10,9,10,7,6,5,6,3,4,1,2,0,2,3,4,5,6,7,8,9,10,11,13,14,14,15,17,18,18,19,20,21,23,23,24,25,26,28,28,29,30,31,33,34,35,36,37,38,39,39,40,42,42,44,45,46,47,47,
65000,12,11,9,10,7,6,5,5,4,5,1,1,0,2,2,4,5,5,7,7,9,10,11,12,13,13,15,16,17,18,19,20,21,22,22,23,25,26,27,27,28,29,30,31,33,34,35,36,37,38,38,39,40,42,42,44,45,46,46,
65000,13,12,11,12,9,7,7,6,5,6,3,1,1,2,0,2,4,4,5,6,7,9,10,11,12,12,13,15,16,16,18,19,20,21,21,22,23,25,26,26,27,28,29,30,31,33,34,35,36,37,37,38,39,40,42,42,44,45,45,
65000,13,12,11,11,9,8,7,6,6,6,3,2,1,1,0,2,3,4,5,5,7,8,9,10,11,12,13,14,15,15,17,18,19,20,20,21,23,24,25,25,26,28,29,30,31,31,33,34,35,36,37,38,39,40,41,42,43,44,44,
65000,14,14,12,12,11,9,8,7,7,6,4,3,3,1,1,2,2,2,4,4,5,7,8,9,10,10,12,13,14,14,15,17,18,19,19,20,21,23,24,24,25,26,28,29,30,30,31,33,34,35,36,37,38,39,40,41,42,43,43,
65000,15,15,14,13,12,11,10,9,8,7,6,4,4,3,2,3,0,1,2,3,4,5,6,8,9,9,10,12,13,13,14,15,17,18,18,19,20,21,23,23,24,25,26,28,29,29,30,31,33,34,35,36,37,38,39,40,41,42,42,
65000,17,15,14,13,12,11,10,9,9,7,6,5,4,3,3,3,0,1,2,2,4,5,6,7,8,9,10,11,12,12,13,15,16,17,18,19,20,21,22,22,23,25,26,27,28,28,29,30,31,33,34,35,36,37,38,39,40,41,42,
65000,18,17,15,14,14,12,12,11,10,9,7,6,6,4,4,3,1,3,2,0,2,4,5,6,7,7,9,10,11,11,12,13,15,16,16,18,19,20,21,21,22,23,25,26,27,27,28,29,30,32,33,34,35,36,37,38,39,40,40,
65000,18,18,17,15,14,13,12,11,10,9,8,7,6,5,4,3,2,3,0,0,2,3,4,5,6,7,8,9,10,10,12,13,14,15,15,17,18,19,20,20,21,23,24,25,26,26,28,29,30,31,31,33,34,35,36,37,38,39,39,
65000,19,19,18,17,15,14,13,12,12,11,9,8,7,6,6,4,3,5,1,1,2,2,3,4,5,5,7,8,9,9,10,12,13,14,14,15,17,18,19,19,20,21,23,24,25,25,26,28,29,30,30,31,33,34,35,36,37,38,38,
65000,20,20,19,18,17,15,14,14,13,12,11,9,9,7,7,6,4,6,3,2,3,0,2,3,4,4,5,7,8,8,9,10,12,13,13,14,15,17,18,18,19,20,21,23,24,24,25,26,27,29,29,30,31,33,34,35,36,37,37,
65000,22,21,20,19,18,17,15,15,14,13,12,10,10,9,8,7,5,7,4,3,4,1,2,2,3,3,4,6,7,7,8,9,11,12,12,13,14,16,17,17,18,19,21,22,23,23,24,26,26,28,28,29,30,31,33,34,35,36,36,
65000,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,8,5,4,5,2,3,0,2,2,3,4,6,6,7,8,9,11,11,12,13,14,16,16,17,18,19,21,22,22,23,24,25,27,27,28,29,30,31,33,34,35,35,
65000,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,9,6,5,6,3,4,1,2,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,26,27,28,29,30,31,33,34,34,
65000,24,24,22,22,20,19,18,18,17,15,14,13,12,11,11,9,8,9,6,6,6,3,3,1,1,0,2,3,4,4,5,7,8,9,9,10,12,13,14,14,15,17,18,19,20,20,21,23,24,25,25,26,28,29,30,31,32,33,33,
65000,25,25,24,23,22,20,19,19,18,17,15,14,14,12,12,11,9,11,7,7,6,4,3,2,1,1,2,2,3,3,4,5,7,8,8,9,10,12,13,13,14,15,17,18,19,19,20,21,22,24,24,25,26,28,29,30,31,32,32,
65000,27,26,25,24,23,22,20,20,19,18,17,15,15,14,13,12,11,12,9,8,7,6,5,3,2,2,3,0,2,2,3,4,5,7,7,8,9,10,12,12,13,14,15,17,18,18,19,20,21,23,23,24,25,26,28,29,30,31,31,
65000,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,13,10,9,8,7,6,5,3,3,4,1,2,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,17,18,19,20,22,22,23,24,25,26,28,29,30,30,
65000,28,27,26,25,24,23,22,21,20,19,18,17,17,15,14,13,12,12,10,9,8,7,6,5,4,3,3,1,1,0,2,3,4,5,5,7,8,9,10,10,12,13,14,15,16,17,18,19,20,21,21,23,24,25,26,27,28,29,29,
65000,29,28,27,27,25,24,23,22,22,20,19,18,18,17,15,14,13,12,11,11,9,8,7,6,5,4,3,2,1,1,2,2,3,4,4,5,7,8,9,9,10,12,13,14,15,15,17,18,19,20,20,21,23,24,25,26,27,28,28,
65000,30,29,28,28,27,25,24,24,23,22,20,19,19,18,17,15,14,14,12,12,11,9,8,7,6,6,4,3,2,2,3,0,2,3,3,4,5,7,8,8,9,10,12,13,14,14,15,17,18,19,19,20,21,23,24,25,26,27,27,
65000,31,30,29,29,28,27,25,25,24,23,22,20,20,19,18,17,15,15,14,13,12,11,10,8,7,7,6,4,3,3,4,1,2,2,2,3,4,5,7,7,8,9,10,12,13,13,14,15,16,18,18,19,20,21,23,24,25,26,26,
65000,33,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,8,8,7,6,4,4,5,2,3,0,1,2,3,4,5,6,7,8,9,10,12,12,13,14,15,17,17,18,19,20,21,23,24,25,25,
65000,34,33,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,15,14,13,12,11,10,9,8,7,6,5,4,4,2,2,0,1,2,3,4,5,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,24,
65000,35,34,33,31,30,29,28,27,27,25,24,23,22,21,20,19,18,18,17,15,14,13,12,11,10,9,8,7,6,6,4,3,2,1,3,2,2,3,4,4,5,7,8,9,10,10,12,13,14,15,15,17,18,19,20,21,22,23,23,
65000,36,35,34,33,31,30,29,28,28,27,25,24,24,22,22,20,19,19,18,17,15,14,13,12,11,11,9,8,7,7,6,4,3,2,4,1,1,2,3,3,4,5,7,8,9,9,10,12,12,14,14,15,17,18,19,20,21,22,22,
65000,37,36,35,34,33,31,30,29,29,28,27,25,25,24,23,22,20,20,19,18,17,15,15,13,12,12,11,9,8,8,7,6,4,3,5,2,1,1,2,2,3,4,5,7,8,8,9,10,11,13,13,14,15,17,18,19,20,21,21,
65000,38,37,36,35,34,33,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,13,13,12,11,9,9,8,7,6,4,6,3,2,1,1,1,2,3,4,5,7,7,8,9,10,12,12,13,14,15,17,18,19,20,20,
65000,38,37,36,36,35,34,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,6,3,2,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,19,
65000,39,38,37,37,36,35,34,33,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,11,9,8,7,6,8,4,3,2,1,3,2,2,3,4,5,5,7,8,9,10,10,12,13,14,15,16,17,18,18,
65000,41,39,38,38,37,36,35,34,33,31,30,29,28,27,27,25,24,24,22,22,20,19,18,17,16,15,14,13,12,12,11,9,8,7,9,6,4,3,2,4,1,1,2,3,4,4,5,7,8,9,9,10,12,13,14,15,16,17,17,
65000,41,41,39,39,38,37,36,35,34,33,31,30,29,28,28,27,25,25,24,23,22,20,20,18,17,17,15,14,13,13,12,11,9,8,10,7,6,4,3,5,2,1,1,2,3,3,4,5,6,8,8,9,10,12,13,14,15,16,16,
65000,43,41,41,40,39,38,37,36,35,34,33,31,30,29,29,28,27,26,25,24,23,22,21,20,18,18,17,15,14,14,13,12,11,9,11,8,7,6,4,6,3,2,1,1,2,2,3,4,5,7,7,8,9,10,12,13,14,15,15,
65000,44,43,41,41,40,39,38,37,36,35,34,33,31,30,30,29,28,27,26,25,24,23,22,21,19,19,18,17,15,15,14,13,12,11,12,9,8,7,6,7,4,3,2,1,1,1,2,3,4,6,6,7,8,9,10,12,13,14,14,
65000,44,43,43,41,41,39,38,37,37,36,35,34,33,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,12,9,8,7,6,7,4,3,2,1,0,1,2,3,4,5,5,7,8,9,10,11,12,13,13,
65000,45,45,44,43,41,41,39,38,38,37,36,35,34,33,31,30,29,28,27,27,25,24,23,22,21,20,19,18,17,17,15,14,13,12,14,11,9,8,7,9,6,4,3,2,1,3,2,2,3,4,4,5,7,8,9,10,11,12,12,
65000,47,46,45,44,43,41,41,39,39,38,37,36,35,34,33,31,30,29,28,28,27,25,25,23,22,22,20,19,18,18,17,15,14,13,15,12,11,9,8,10,7,6,4,3,2,4,1,1,1,3,3,4,5,7,8,9,10,11,11,
65000,48,47,46,45,44,43,41,41,40,39,38,37,36,35,34,33,31,30,29,29,28,26,25,24,23,23,21,20,19,19,18,17,15,14,16,13,11,10,9,11,8,7,5,4,3,5,2,0,1,2,2,3,5,6,7,8,9,10,10,
65000,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,14,13,12,11,12,9,8,7,6,5,6,3,2,3,2,0,2,3,4,5,6,8,9,9,
65000,49,48,47,47,45,44,43,43,41,41,39,38,37,36,36,35,34,33,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,14,13,12,11,12,9,8,7,6,5,5,3,2,2,0,0,2,3,4,5,6,7,8,8,
65000,50,49,48,48,47,45,44,44,43,41,41,39,38,37,37,36,35,34,33,31,30,29,28,27,26,25,24,23,22,22,20,19,18,17,19,15,14,13,12,14,11,9,8,7,6,6,4,3,2,1,1,2,2,3,4,5,6,7,7,
65000,51,50,49,49,48,47,45,45,44,43,41,41,39,38,38,37,36,35,34,33,31,30,29,28,27,27,25,24,23,23,22,20,19,18,20,17,15,14,13,15,12,11,9,8,7,7,6,4,4,2,2,3,0,2,3,4,5,6,6,
65000,53,51,50,50,49,48,47,46,45,44,43,41,41,39,39,38,37,36,35,34,33,31,30,29,28,28,27,25,24,24,23,22,20,19,21,18,17,15,14,16,13,12,11,9,8,8,7,6,5,3,3,4,1,2,2,3,4,5,5,
65000,54,53,51,51,50,49,48,47,46,45,44,43,41,41,40,39,38,37,36,35,34,33,31,30,29,29,28,27,25,25,24,23,22,20,22,19,18,17,15,17,14,13,12,11,9,9,8,7,6,4,4,5,2,3,0,2,3,4,4,
65000,55,54,53,52,51,50,49,48,47,46,45,44,43,41,41,40,39,38,37,36,35,34,33,31,30,30,29,28,27,26,25,24,23,22,23,20,19,18,17,18,15,14,13,12,11,10,9,8,7,5,5,6,3,4,1,2,2,3,3,
65000,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,31,31,30,29,28,27,26,25,24,23,24,21,20,19,18,19,16,15,14,13,12,11,10,9,8,7,6,7,4,5,2,3,0,2,2,
65000,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,25,22,21,20,19,20,17,16,15,14,13,12,11,10,9,8,7,8,5,6,3,4,1,2,0,
65000,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,41,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,24,22,21,20,19,19,17,16,15,14,13,12,11,10,9,8,7,7,5,5,3,3,1,1,0,
